{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{ -6156,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,  -1154}
{    +0,     +0,  -1009}
{  +132,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
