{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{   +42,     +0,     +0}
{  +197,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{ +4920,     +0,     +0}
{ +2908,     +0,     +0}
{ +2116,     +0,     +0}
{  +107,    +94,  +1560}
{    +0,     +0,  +7108}
{    +0,   +325,  +9897}
{    +0,     +0, +10352}
{    +0,   +423, +10333}
{  +630,  +1480, +10296}
{    +0,   +248, +10557}
{    +0,     +0, +10823}
{    +0,   +158, +10966}
{    +0,   +117, +11554}
{    +0,     +0, +12750}
{    +0,  +1812, +13781}
{    +0,   +635, +14773}
{    +0,   +598, +15288}
{    +0,   +619, +13291}
{    +0,     +0,  +9962}
{    +0,     +0,  +5823}
{    +0,     +0,  +2274}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
{    +0,     +0,     +0}
